"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NCI DAC",0,7.9,1.3,0.1,0.8,0.3,0.1,4.3,0.4,0.1,0.1,0.1,NA,NA,NA,0.2,4.8,0.7,"12/10/2019"
"NEI",2.2,2.2,2.2,15.8,15.8,15.8,0,0,0,NA,NA,NA,NA,NA,NA,15.9,15.9,15.9,"12/10/2019"
"NHGRI",0,11.9,3.1,1.1,13,6,0,2.4,0.5,NA,NA,NA,NA,NA,NA,1.1,13,6.5,"12/10/2019"
"NHLBI",0,11.9,0.9,0.8,57,29.5,0,11.2,1.2,0,5.3,2.2,NA,NA,NA,0.8,62.5,31.2,"12/10/2019"
"NIAMS",1,1,1,2.1,2.1,2.1,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,2.2,2.2,2.2,"12/10/2019"
"NIDCR",4.4,4.4,4.4,0.3,0.3,0.3,NA,NA,NA,2,2,2,NA,NA,NA,2.4,2.4,2.4,"12/10/2019"
"NIDDK",0.8,11.9,8.2,6.4,24.5,18.5,0,0.9,0.3,NA,NA,NA,NA,NA,NA,7.2,24.5,18.8,"12/10/2019"
"NINDS",0,20,9.5,1,1.5,1.2,0.1,12.1,3.6,NA,NA,NA,NA,NA,NA,1.3,13,4.8,"12/10/2019"
"All DACs",0,20,2.9,0.1,57,16.3,0,23,5.3,0,5.3,2,NA,NA,NA,0.2,62.5,21,"12/10/2019"
"JAAMH",0,1,0.6,27.8,28.1,27.9,23,23,23,1.3,1.3,1.3,1.3,1.3,1.3,29.1,51.1,41.8,"12/11/2019"
"NCATS",10.4,10.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/11/2019"
"NCI DAC",0,53.8,6.5,0,4.7,3.1,0,4.3,0.8,0,4.3,1.8,0,0,0,0.2,8.1,4,"12/11/2019"
"NHGRI",0,53.8,7.5,5,5.5,5.1,0,3.3,0.4,0,0,0,NA,NA,NA,5,8.4,5.5,"12/11/2019"
"NHLBI",0,15,3.7,55.7,56.1,55.8,5.3,22,7.3,7,7,7,NA,NA,NA,61,78.1,63.1,"12/11/2019"
"NIDCR",10.4,10.4,10.4,0.2,0.2,0.2,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,1.1,1.1,1.1,"12/11/2019"
"NIGMS",4.8,4.8,4.8,9.3,9.3,9.3,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,19.4,19.4,19.4,"12/11/2019"
"NINDS",0,10.4,2.1,0.1,0.8,0.7,0.1,11.2,2.3,NA,NA,NA,NA,NA,NA,0.3,12,3,"12/11/2019"
"All DACs",0,53.8,5.3,0,56.1,17,0,23,4.1,0,7,2.3,0,1.3,0.9,0.2,78.1,20.9,"12/11/2019"
"JAAMH",0.1,37,9.1,26.8,27.1,27.1,42.9,43,42.9,2,2,2,NA,NA,NA,29.1,70,60.7,"12/12/2019"
"NCI DAC",0.1,10,2,3.1,6,3.5,0,1.3,0.2,0.1,0.1,0.1,NA,NA,NA,3.2,7.3,3.7,"12/12/2019"
"NHGRI",0.8,37,10.5,3.9,5.1,4.8,0,2.3,0.6,0,0,0,NA,NA,NA,4.9,6.2,5.2,"12/12/2019"
"NHLBI",0.3,31,4.1,18,55,31,0,13.1,2,7.2,7.2,7.2,NA,NA,NA,18,68.1,34.2,"12/12/2019"
"NIGMS",0.2,0.2,0.2,8,8,8,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,18.1,18.1,18.1,"12/12/2019"
"All DACs",0.1,37,4.8,3.1,55,15.5,0,43,10.8,0,7.2,3.5,NA,NA,NA,3.2,70,25.3,"12/12/2019"
"CDAC",0,0,0,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"12/13/2019"
"JAAMH",0,17.9,9.8,25.9,26.1,26,42.9,43,42.9,NA,NA,NA,5.2,5.2,5.2,31.2,69.1,63.1,"12/13/2019"
"NCI DAC",0,18.3,3.8,1.8,2.6,2.3,0,0.1,0.1,0,0.1,0.1,NA,NA,NA,1.9,2.7,2.4,"12/13/2019"
"NEI",0,0,0,12.8,12.8,12.8,0,0,0,NA,NA,NA,NA,NA,NA,12.8,12.8,12.8,"12/13/2019"
"NHGRI",0,12.8,1.3,3.9,10.3,4.8,0,8,1.8,0,0,0,NA,NA,NA,3.9,18.3,5.9,"12/13/2019"
"NHLBI",0,17.9,2.5,51.8,53.8,52.2,9,9,9,0,7.2,1,NA,NA,NA,51.8,62.8,53.7,"12/13/2019"
"NIAMS",0,0,0,6.2,6.2,6.2,19,19,19,NA,NA,NA,NA,NA,NA,25.1,25.1,25.1,"12/13/2019"
"NICHD",0,0,0,3.8,3.8,3.8,0,0,0,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"12/13/2019"
"NIDCR",0,0,0,9.8,9.8,9.8,17.9,17.9,17.9,NA,NA,NA,NA,NA,NA,27.7,27.7,27.7,"12/13/2019"
"NIGMS",0.1,0.1,0.1,7,7,7,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,17.1,17.1,17.1,"12/13/2019"
"NINDS",4,4,4,3.2,3.2,3.2,0,0,0,NA,NA,NA,2,2,2,3.2,5.2,3.5,"12/13/2019"
"All DACs",0,18.3,3.7,1.8,53.8,15.2,0,43,9.1,0,7.2,0.6,2,5.2,3.6,1.9,69.1,21.7,"12/13/2019"
"NICHD",1.1,1.1,1.1,3.2,3.2,3.2,27.1,27.1,27.1,NA,NA,NA,NA,NA,NA,30.2,30.2,30.2,"12/14/2019"
"All DACs",1.1,1.1,1.1,3.2,3.2,3.2,27.1,27.1,27.1,NA,NA,NA,NA,NA,NA,30.2,30.2,30.2,"12/14/2019"
"CDAC",5,5,5,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"12/15/2019"
"JAAMH",0,5,3.6,23.6,23.9,23.8,42.9,43,42.9,NA,NA,NA,NA,NA,NA,66.5,66.8,66.7,"12/15/2019"
"NCI DAC",0,5,2.3,0,2.9,1.5,0,0,0,NA,NA,NA,NA,NA,NA,0,2.9,1.6,"12/15/2019"
"NEI",5,7.1,5.6,7.8,7.8,7.8,0,0,0,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"12/15/2019"
"NHGRI",0,11.5,3.5,1.8,14.8,6.8,0,8,0.9,NA,NA,NA,NA,NA,NA,1.8,16,7.7,"12/15/2019"
"NHLBI",0,5,4.4,51.7,58.8,52.5,89.2,89.2,89.2,7.2,7.2,7.2,NA,NA,NA,58.9,140.9,110.1,"12/15/2019"
"NIAMS",0,0,0,3.7,3.7,3.7,19,19,19,NA,NA,NA,NA,NA,NA,22.6,22.6,22.6,"12/15/2019"
"NIDDK",0,5,3,18.9,50.7,31.6,0,32,12.8,NA,NA,NA,NA,NA,NA,19,51,44.5,"12/15/2019"
"NIGMS",2.2,2.2,2.2,5,5,5,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,15,15,15,"12/15/2019"
"NINDS",0,5,3.1,0.7,1,0.9,0,2,1.2,NA,NA,NA,NA,NA,NA,0.7,3,2.1,"12/15/2019"
"All DACs",0,11.5,3.3,0,58.8,14.4,0,89.2,16.7,7.2,7.2,7.2,NA,NA,NA,0,140.9,30.2,"12/15/2019"
"CDAC",6.7,6.7,6.7,0.3,0.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"12/16/2019"
"JAAMH",0,17.3,2.6,22.8,23.1,23,43,43,43,NA,NA,NA,NA,NA,NA,65.8,66.1,66,"12/16/2019"
"NCI DAC",0,10,2.1,1.8,2.4,2,0,0.9,0.2,0,0,0,NA,NA,NA,1.9,3,2.2,"12/16/2019"
"NEI",0,10.9,5.5,9.8,9.9,9.9,0,0,0,NA,NA,NA,NA,NA,NA,9.8,10,9.9,"12/16/2019"
"NHGRI",0,83,7.3,0.2,7,2.4,0,8,1.5,0,3.3,1.4,NA,NA,NA,1.1,15,4.1,"12/16/2019"
"NHLBI",0,6.7,5.5,14,64.7,22.9,0,5.2,0.1,0,0,0,NA,NA,NA,14,69.9,22.9,"12/16/2019"
"NIAMS",0.2,3.1,2.1,2.9,16.9,7.6,19,19,19,32.9,32.9,32.9,NA,NA,NA,21.9,49.8,31.2,"12/16/2019"
"NIDDK",0,10.9,5.5,18,49.9,34,0,32,16,NA,NA,NA,NA,NA,NA,49.9,50,50,"12/16/2019"
"NINDS",6.7,8.4,7.1,0.2,0.7,0.3,0,7,1.8,NA,NA,NA,NA,NA,NA,0.2,7.2,2.1,"12/16/2019"
"All DACs",0,83,4.9,0.2,64.7,16.6,0,43,3.7,0,32.9,2.2,NA,NA,NA,0.2,69.9,20.2,"12/16/2019"
"JAAMH",0,0,0,22,22,22,NA,NA,NA,NA,NA,NA,5.2,5.2,5.2,27.3,27.3,27.3,"12/17/2019"
"Kids First DAC",28.8,28.8,28.8,1.1,1.1,1.1,0,1,0.9,NA,NA,NA,NA,NA,NA,1.2,2.2,2,"12/17/2019"
"NCI DAC",0,28.8,9.4,0.8,1.5,1.2,0,1.3,0.3,0,0,0,NA,NA,NA,0.8,2.5,1.5,"12/17/2019"
"NHGRI",0,28.8,18.5,2.2,6.2,5.6,0,11.2,9,8,8,8,NA,NA,NA,2.2,17.1,14.6,"12/17/2019"
"NHLBI",0,28.8,14.1,59.3,59.3,59.3,0,0,0,NA,NA,NA,NA,NA,NA,59.3,59.3,59.3,"12/17/2019"
"NIAID",0.7,0.7,0.7,17.2,17.2,17.2,NA,NA,NA,NA,NA,NA,0,0,0,17.2,17.2,17.2,"12/17/2019"
"NIAMS",0.7,0.7,0.7,16.2,16.2,16.2,NA,NA,NA,5,5,5,NA,NA,NA,21.3,21.3,21.3,"12/17/2019"
"NIDDK",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/17/2019"
"NINDS",28,28.8,28.4,0,1.2,0.6,0.8,6.2,3.5,NA,NA,NA,NA,NA,NA,2,6.2,4.1,"12/17/2019"
"All DACs",0,28.8,14.1,0,59.3,4,0,11.2,3.5,0,8,2,0,5.2,1.3,0.8,59.3,7.2,"12/17/2019"
"ES DAC",0.7,0.7,0.7,2,2,2,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,2.1,2.1,2.1,"12/18/2019"
"JAAMH",0,15.6,2.3,21,21.4,21.3,43,159.1,66.2,160,160,160,6,160.2,134.5,27,181.6,108.6,"12/18/2019"
"NCI DAC",0,8.8,1.6,0.6,1.5,1,0,0.2,0.1,0,0,0,NA,NA,NA,0.6,1.6,1.1,"12/18/2019"
"NHGRI",0,5.2,0.6,1.2,11.8,6.2,0,8,0.5,4.1,11.2,6.5,NA,NA,NA,1.2,15.9,7.7,"12/18/2019"
"NHLBI",0,16.1,12,0,58.1,7,0,47.3,10.1,0,47.3,32.7,NA,NA,NA,0,68.4,16,"12/18/2019"
"NIAMS",0.1,0.2,0.2,15.2,15.4,15.3,NA,NA,NA,5,5,5,5,5,5,20.2,20.4,20.3,"12/18/2019"
"NIGMS",0.7,0.7,0.7,2.2,2.2,2.2,10.1,10.1,10.1,NA,NA,NA,NA,NA,NA,12.2,12.2,12.2,"12/18/2019"
"All DACs",0,16.1,6.7,0,58.1,6.7,0,159.1,11.4,0,160,18.9,5,160.2,91.3,0,181.6,19.1,"12/18/2019"
"CDAC",0,0,0,10.8,15,12.9,0,0,0,NA,NA,NA,NA,NA,NA,10.8,15,12.9,"12/19/2019"
"JAAMH",0,2.8,0.9,19.8,20,19.9,43,43,43,NA,NA,NA,6.1,6.1,6.1,25.9,63,47.7,"12/19/2019"
"NCI DAC",0,21.7,1.9,0,14.9,2.3,0,0.2,0,0,0.1,0,NA,NA,NA,0,15,2.3,"12/19/2019"
"NHGRI",0,0.2,0.1,10.5,11.1,10.9,0,23.2,5.5,0,0,0,NA,NA,NA,10.8,34.2,15.4,"12/19/2019"
"NHLBI",0,0.1,0.1,53.8,57.2,54.4,0,0,0,0,0,0,NA,NA,NA,53.8,57.2,54.4,"12/19/2019"
"NIAMS",20,20,20,14.4,14.4,14.4,11.9,11.9,11.9,NA,NA,NA,NA,NA,NA,26.3,26.3,26.3,"12/19/2019"
"NIGMS",0.1,0.7,0.4,1,1.2,1.1,10.1,10.1,10.1,NA,NA,NA,10.1,10.1,10.1,11,11.2,11.1,"12/19/2019"
"NINDS",0.1,0.1,0.1,3.9,3.9,3.9,0,0,0,NA,NA,NA,NA,NA,NA,3.9,3.9,3.9,"12/19/2019"
"All DACs",0,21.7,1.2,0,57.2,16.1,0,43,10,0,0.1,0,6.1,10.1,6.6,0,63,23.3,"12/19/2019"
"CDAC",0.8,3.2,2.8,14.1,14.5,14.4,0,0,0,NA,NA,NA,NA,NA,NA,14.2,14.5,14.5,"12/20/2019"
"ES DAC",3.2,3.2,3.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.3,0.3,0.3,"12/20/2019"
"JAAMH",0.2,3.2,2.9,19,19.5,19.4,43,43,43,6.1,6.1,6.1,6.2,6.2,6.2,25.2,62.4,57.4,"12/20/2019"
"Kids First DAC",3.2,3.2,3.2,3.3,3.3,3.3,NA,NA,NA,0,0,0,NA,NA,NA,3.3,3.3,3.3,"12/20/2019"
"NCI DAC",0,28.2,3.2,0.1,3.3,2.8,0,2.1,0.2,0,0,0,NA,NA,NA,0.1,3.3,2.9,"12/20/2019"
"NHGRI",0,38.1,3.4,3.3,27.8,26.5,0,6.9,5.5,0,6.9,5.4,NA,NA,NA,3.3,34.6,32.1,"12/20/2019"
"NHLBI",0.7,11,1.9,9.7,61.2,25.3,0,0,0,0,0,0,NA,NA,NA,9.7,61.2,25.3,"12/20/2019"
"NICHD",0.1,3.2,2.8,2.8,3.3,3.2,21.1,21.1,21.1,0,0,0,NA,NA,NA,2.8,24.5,21.7,"12/20/2019"
"NIDCD DAC",3.2,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/20/2019"
"NIDCR",3.2,3.2,3.2,3.4,3.4,3.4,17.9,17.9,17.9,NA,NA,NA,NA,NA,NA,21.2,21.2,21.2,"12/20/2019"
"NIGMS",0.8,11.1,3.5,0.4,10,1,0.9,10.1,8.8,NA,NA,NA,10.1,10.1,10.1,10.5,10.8,10.5,"12/20/2019"
"NINDS",3.2,3.2,3.2,3.5,3.5,3.5,NA,NA,NA,11,11,11,NA,NA,NA,14.4,14.4,14.4,"12/20/2019"
"All DACs",0,38.1,3,0.1,61.2,16.2,0,43,10.2,0,11,1.7,0.1,10.1,8.3,0.1,62.4,23.2,"12/20/2019"
"NCI DAC",0,0,0,1.2,1.2,1.2,NA,NA,NA,0,0,0,NA,NA,NA,1.2,1.2,1.2,"12/21/2019"
"All DACs",0,0,0,1.2,1.2,1.2,NA,NA,NA,0,0,0,NA,NA,NA,1.2,1.2,1.2,"12/21/2019"
"JAAMH",0.7,0.7,0.7,16.9,16.9,16.9,43,43,43,NA,NA,NA,NA,NA,NA,59.8,59.8,59.8,"12/22/2019"
"NCI DAC",6,6,6,0.2,0.2,0.2,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"12/22/2019"
"NHGRI",0.7,2.7,1.7,7.8,21.5,11.3,0,3.1,0.8,NA,NA,NA,NA,NA,NA,7.8,24.6,12.1,"12/22/2019"
"NHLBI",0.7,0.7,0.7,57.9,57.9,57.9,0,0,0,NA,NA,NA,NA,NA,NA,57.9,57.9,57.9,"12/22/2019"
"NIAMS",1.8,1.8,1.8,11.4,11.4,11.4,11.9,11.9,11.9,NA,NA,NA,NA,NA,NA,23.3,23.3,23.3,"12/22/2019"
"NIDDK",0.7,0.7,0.7,44,44,44,0,0,0,NA,NA,NA,NA,NA,NA,44,44,44,"12/22/2019"
"NINDS",2.7,2.7,2.7,0.7,0.7,0.7,0,0,0,11,11,11,NA,NA,NA,0.7,11.7,6.2,"12/22/2019"
"All DACs",0.7,6,1.6,0.2,57.9,24,0,43,9.6,11,11,11,NA,NA,NA,0.7,59.8,33.8,"12/22/2019"
"CDAC",3.1,20,11.6,11,11.1,11,0,0,0,NA,NA,NA,NA,NA,NA,11,11.2,11.1,"12/23/2019"
"ES DAC",20,20,20,17.9,17.9,17.9,0,0,0,NA,NA,NA,NA,NA,NA,17.9,17.9,17.9,"12/23/2019"
"JAAMH",3.1,20,16.4,15.9,16.3,15.9,43,43.1,43,NA,NA,NA,NA,NA,NA,58.8,59.3,58.9,"12/23/2019"
"NCATS",20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/23/2019"
"NCI DAC",0,31,8.5,0,2.5,0.3,0,0.1,0,0,0,0,NA,NA,NA,0,2.5,0.4,"12/23/2019"
"NEI",5.8,25.9,15.5,2.8,52.9,16.2,7.2,21,13,NA,NA,NA,NA,NA,NA,10.8,60.1,29.2,"12/23/2019"
"NHGRI",0,20,14.1,7,24.5,8.4,0,16.8,0.5,0,0,0,NA,NA,NA,7,29.7,8.3,"12/23/2019"
"NHLBI",3.1,38,15.7,11,58.1,50.3,0,5.2,0.1,0,0,0,NA,NA,NA,11,63.3,50.4,"12/23/2019"
"NIAID",20,20,20,10.8,10.8,10.8,0,0,0,NA,NA,NA,NA,NA,NA,10.8,10.8,10.8,"12/23/2019"
"NIAMS",20,20,20,10,10,10,4.9,4.9,4.9,NA,NA,NA,NA,NA,NA,14.9,14.9,14.9,"12/23/2019"
"NICHD",5.8,20,12.9,0.2,14.8,7.5,0,21.1,10.6,NA,NA,NA,NA,NA,NA,14.8,21.3,18,"12/23/2019"
"NIDCR",20,20,20,9.7,9.7,9.7,8,8,8,NA,NA,NA,NA,NA,NA,17.7,17.7,17.7,"12/23/2019"
"NIDDK",20,20,20,43,43,43,0,0,0,NA,NA,NA,NA,NA,NA,43,43,43,"12/23/2019"
"NIGMS",3.1,20,14.4,7,7.1,7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,7.8,8,7.9,"12/23/2019"
"NINDS",5.8,20,15.9,0.3,2.9,2.1,0,8,2.7,NA,NA,NA,NA,NA,NA,0.4,10.9,4.8,"12/23/2019"
"All DACs",0,38,15.7,0,58.1,25.1,0,43.1,14.8,0,0.9,0,0.9,0.9,0.9,0,63.3,37.1,"12/23/2019"
"JAAMH",31.9,31.9,31.9,15.1,15.1,15.1,42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,58,58,58,"12/24/2019"
"NCI DAC",1,7.5,3.8,1.9,2,1.9,0,0.2,0.1,0,0,0,NA,NA,NA,2,2.2,2,"12/24/2019"
"NHGRI",3.8,7.5,5.7,6.9,20,13.4,0,3.1,1.6,NA,NA,NA,NA,NA,NA,6.9,23.1,15,"12/24/2019"
"NHLBI",88.8,88.8,88.8,50,50,50,NA,NA,NA,0,0,0,NA,NA,NA,50.1,50.1,50.1,"12/24/2019"
"NICHD",0.5,0.5,0.5,13.9,13.9,13.9,30,30,30,NA,NA,NA,NA,NA,NA,43.9,43.9,43.9,"12/24/2019"
"All DACs",0.5,88.8,39.1,1.9,50,24,0,42.9,6.2,0,0,0,NA,NA,NA,2,58,27.2,"12/24/2019"
"NCI DAC",0.5,16.8,9.8,0.5,0.7,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.7,0.6,"12/25/2019"
"NEI",5.7,5.7,5.7,9.1,9.1,9.1,21,21,21,NA,NA,NA,NA,NA,NA,30.1,30.1,30.1,"12/25/2019"
"NHGRI",5.7,12.2,6.7,5.8,19,16.8,0,3.1,2.6,NA,NA,NA,NA,NA,NA,5.8,22.1,19.4,"12/25/2019"
"NIDDK",5.7,5.7,5.7,41.2,41.2,41.2,10.9,10.9,10.9,NA,NA,NA,NA,NA,NA,52.1,52.1,52.1,"12/25/2019"
"All DACs",0.5,16.8,7.2,0.5,41.2,16.2,0,21,4.9,NA,NA,NA,NA,NA,NA,0.6,52.1,21.1,"12/25/2019"
"JAAMH",0.1,7.9,2.2,12.9,13.2,13,43,43,43,NA,NA,NA,7,7,7,19.9,56.2,38,"12/26/2019"
"NCI DAC",0,27.2,5.5,0,0.8,0.4,0,0,0,0,0,0,NA,NA,NA,0,0.8,0.4,"12/26/2019"
"NEI",4.1,4.1,4.1,50,50,50,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,57.2,57.2,57.2,"12/26/2019"
"NHGRI",0,23.2,7.8,4.9,5.3,5.1,0,0,0,NA,NA,NA,NA,NA,NA,4.9,5.3,5.1,"12/26/2019"
"NHLBI",4.9,4.9,4.9,54.3,54.3,54.3,0,0,0,NA,NA,NA,NA,NA,NA,54.3,54.3,54.3,"12/26/2019"
"All DACs",0,27.2,4.7,0,54.3,23.6,0,43,8.3,0,0,0,7,7,7,0,57.2,31.4,"12/26/2019"
"JAAMH",7,7,7,11.9,11.9,11.9,43.1,43.1,43.1,NA,NA,NA,NA,NA,NA,55,55,55,"12/27/2019"
"NCI DAC",0.8,7.7,4,0,2.9,1.9,0,0.3,0.2,NA,NA,NA,NA,NA,NA,0,3.2,2.1,"12/27/2019"
"NHGRI",4.1,4.1,4.1,4.5,4.5,4.5,0,0,0,NA,NA,NA,NA,NA,NA,4.5,4.5,4.5,"12/27/2019"
"All DACs",0.8,7.7,4.5,0,11.9,4.4,0,43.1,6.2,NA,NA,NA,NA,NA,NA,0,55,10.7,"12/27/2019"
"NCI DAC",0,0,0,2,2,2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"12/28/2019"
"All DACs",0,0,0,2,2,2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"12/28/2019"
"NCI DAC",0.1,0.1,0.1,1.1,1.1,1.1,NA,NA,NA,0,0,0,NA,NA,NA,1.1,1.1,1.1,"12/29/2019"
"All DACs",0.1,0.1,0.1,1.1,1.1,1.1,NA,NA,NA,0,0,0,NA,NA,NA,1.1,1.1,1.1,"12/29/2019"
"ES DAC",2.9,2.9,2.9,11.2,11.2,11.2,NA,NA,NA,NA,NA,NA,0,0,0,11.2,11.2,11.2,"12/30/2019"
"JAAMH",0.2,2.9,1.1,8.7,9.2,8.8,43.1,43.1,43.1,NA,NA,NA,NA,NA,NA,51.8,51.8,51.8,"12/30/2019"
"Kids First DAC",6.8,6.8,6.8,6.6,6.6,6.6,0.4,4,2.2,NA,NA,NA,NA,NA,NA,7,10.6,8.8,"12/30/2019"
"NCI DAC",0,27.1,4.2,0,6.4,0.2,0,0.2,0,0,4.1,1,NA,NA,NA,0,10.5,0.3,"12/30/2019"
"NHGRI",0,16,2.2,0.6,1.1,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.6,1.1,0.8,"12/30/2019"
"NHLBI",0.2,20,5,49.8,50,49.9,0,1,0.7,NA,NA,NA,NA,NA,NA,50,50.8,50.6,"12/30/2019"
"NIAID",2.9,2.9,2.9,4.1,4.1,4.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,"12/30/2019"
"NICHD",2.9,2.9,2.9,8,8,8,0,0,0,NA,NA,NA,NA,NA,NA,8,8,8,"12/30/2019"
"NIDDK",0.2,2.9,1.5,35.8,36.2,36,0,0,0,NA,NA,NA,NA,NA,NA,35.8,36.2,36,"12/30/2019"
"NIGMS",2.9,2.9,2.9,0.2,0.2,0.2,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"12/30/2019"
"All DACs",0,27.1,3.9,0,50,12.7,0,43.1,1.3,0,4.1,1,0,0,0,0,51.8,14.1,"12/30/2019"
"JAAMH",3,13.7,8.4,7.7,8.2,7.9,43.1,43.1,43.1,NA,NA,NA,NA,NA,NA,50.8,51.2,51,"12/31/2019"
"NCI DAC",0,12.1,1.3,0.2,5.7,3,0,4.1,0.8,0,0,0,NA,NA,NA,0.2,9.8,3.7,"12/31/2019"
"NHGRI",0.7,13.7,8.3,0.2,16.8,4.3,6.9,16.2,13.1,0,0,0,NA,NA,NA,0.2,23.7,14.1,"12/31/2019"
"NHLBI",0,13.7,10.9,49.7,50.2,50.1,5.3,189.9,143.7,0,189.9,47.5,NA,NA,NA,55,240.1,203.1,"12/31/2019"
"All DACs",0,13.7,5.6,0.2,50.2,17.8,0,189.9,50.3,0,189.9,23.7,NA,NA,NA,0.2,240.1,70.4,"12/31/2019"
